eegid,measure,freq,abspow_E1,abspow_E2,abspow_E3,abspow_E4,abspow_E5,abspow_E6,abspow_E7,abspow_E8,abspow_E9,abspow_E10,abspow_E11,abspow_E12,abspow_E13,abspow_E14,abspow_E15,abspow_E16,abspow_E17,abspow_E18,abspow_E19,abspow_E20,abspow_E21,abspow_E22,abspow_E23,abspow_E24,abspow_E25,abspow_E26,abspow_E27,abspow_E28,abspow_E29,abspow_E30,abspow_E31,abspow_E32,abspow_E33,abspow_E34,abspow_E35,abspow_E36,abspow_E37,abspow_E38,abspow_E39,abspow_E40,abspow_E41,abspow_E42,abspow_E43,abspow_E44,abspow_E45,abspow_E46,abspow_E47,abspow_E48,abspow_E49,abspow_E50,abspow_E51,abspow_E52,abspow_E53,abspow_E54,abspow_E55,abspow_E56,abspow_E57,abspow_E58,abspow_E59,abspow_E60,abspow_E61,abspow_E62,abspow_E63,abspow_E64,abspow_E65,abspow_E66,abspow_E67,abspow_E68,abspow_E69,abspow_E70,abspow_E71,abspow_E72,abspow_E73,abspow_E74,abspow_E75,abspow_E76,abspow_E77,abspow_E78,abspow_E79,abspow_E80,abspow_E81,abspow_E82,abspow_E83,abspow_E84,abspow_E85,abspow_E86,abspow_E87,abspow_E88,abspow_E89,abspow_E90,abspow_E91,abspow_E92,abspow_E93,abspow_E94,abspow_E95,abspow_E96,abspow_E97,abspow_E98,abspow_E99,abspow_E100,abspow_E101,abspow_E102,abspow_E103,abspow_E104,abspow_E105,abspow_E106,abspow_E107,abspow_E108,abspow_E109,abspow_E110,abspow_E111,abspow_E112,abspow_E113,abspow_E114,abspow_E115,abspow_E116,abspow_E117,abspow_E118,abspow_E119,abspow_E120,abspow_E121,abspow_E122,abspow_E123,abspow_E124,abspow_E125,abspow_E126,abspow_E127,abspow_E128,dbpow_E1,dbpow_E2,dbpow_E3,dbpow_E4,dbpow_E5,dbpow_E6,dbpow_E7,dbpow_E8,dbpow_E9,dbpow_E10,dbpow_E11,dbpow_E12,dbpow_E13,dbpow_E14,dbpow_E15,dbpow_E16,dbpow_E17,dbpow_E18,dbpow_E19,dbpow_E20,dbpow_E21,dbpow_E22,dbpow_E23,dbpow_E24,dbpow_E25,dbpow_E26,dbpow_E27,dbpow_E28,dbpow_E29,dbpow_E30,dbpow_E31,dbpow_E32,dbpow_E33,dbpow_E34,dbpow_E35,dbpow_E36,dbpow_E37,dbpow_E38,dbpow_E39,dbpow_E40,dbpow_E41,dbpow_E42,dbpow_E43,dbpow_E44,dbpow_E45,dbpow_E46,dbpow_E47,dbpow_E48,dbpow_E49,dbpow_E50,dbpow_E51,dbpow_E52,dbpow_E53,dbpow_E54,dbpow_E55,dbpow_E56,dbpow_E57,dbpow_E58,dbpow_E59,dbpow_E60,dbpow_E61,dbpow_E62,dbpow_E63,dbpow_E64,dbpow_E65,dbpow_E66,dbpow_E67,dbpow_E68,dbpow_E69,dbpow_E70,dbpow_E71,dbpow_E72,dbpow_E73,dbpow_E74,dbpow_E75,dbpow_E76,dbpow_E77,dbpow_E78,dbpow_E79,dbpow_E80,dbpow_E81,dbpow_E82,dbpow_E83,dbpow_E84,dbpow_E85,dbpow_E86,dbpow_E87,dbpow_E88,dbpow_E89,dbpow_E90,dbpow_E91,dbpow_E92,dbpow_E93,dbpow_E94,dbpow_E95,dbpow_E96,dbpow_E97,dbpow_E98,dbpow_E99,dbpow_E100,dbpow_E101,dbpow_E102,dbpow_E103,dbpow_E104,dbpow_E105,dbpow_E106,dbpow_E107,dbpow_E108,dbpow_E109,dbpow_E110,dbpow_E111,dbpow_E112,dbpow_E113,dbpow_E114,dbpow_E115,dbpow_E116,dbpow_E117,dbpow_E118,dbpow_E119,dbpow_E120,dbpow_E121,dbpow_E122,dbpow_E123,dbpow_E124,dbpow_E125,dbpow_E126,dbpow_E127,dbpow_E128,relpow_E1,relpow_E2,relpow_E3,relpow_E4,relpow_E5,relpow_E6,relpow_E7,relpow_E8,relpow_E9,relpow_E10,relpow_E11,relpow_E12,relpow_E13,relpow_E14,relpow_E15,relpow_E16,relpow_E17,relpow_E18,relpow_E19,relpow_E20,relpow_E21,relpow_E22,relpow_E23,relpow_E24,relpow_E25,relpow_E26,relpow_E27,relpow_E28,relpow_E29,relpow_E30,relpow_E31,relpow_E32,relpow_E33,relpow_E34,relpow_E35,relpow_E36,relpow_E37,relpow_E38,relpow_E39,relpow_E40,relpow_E41,relpow_E42,relpow_E43,relpow_E44,relpow_E45,relpow_E46,relpow_E47,relpow_E48,relpow_E49,relpow_E50,relpow_E51,relpow_E52,relpow_E53,relpow_E54,relpow_E55,relpow_E56,relpow_E57,relpow_E58,relpow_E59,relpow_E60,relpow_E61,relpow_E62,relpow_E63,relpow_E64,relpow_E65,relpow_E66,relpow_E67,relpow_E68,relpow_E69,relpow_E70,relpow_E71,relpow_E72,relpow_E73,relpow_E74,relpow_E75,relpow_E76,relpow_E77,relpow_E78,relpow_E79,relpow_E80,relpow_E81,relpow_E82,relpow_E83,relpow_E84,relpow_E85,relpow_E86,relpow_E87,relpow_E88,relpow_E89,relpow_E90,relpow_E91,relpow_E92,relpow_E93,relpow_E94,relpow_E95,relpow_E96,relpow_E97,relpow_E98,relpow_E99,relpow_E100,relpow_E101,relpow_E102,relpow_E103,relpow_E104,relpow_E105,relpow_E106,relpow_E107,relpow_E108,relpow_E109,relpow_E110,relpow_E111,relpow_E112,relpow_E113,relpow_E114,relpow_E115,relpow_E116,relpow_E117,relpow_E118,relpow_E119,relpow_E120,relpow_E121,relpow_E122,relpow_E123,relpow_E124,relpow_E125,relpow_E126,relpow_E127,relpow_E128
EGI file,spectrogram,2,43.75368,24.72991,19.12102,15.32196,12.18845,7.555052,0.01046323,83.34805,30.901,20.63021,16.54188,10.53958,4.138554,43.08418,28.60577,20.92866,49.21499,15.62971,14.24817,10.02171,46.337,30.1973,14.74526,14.19016,72.28581,25.81186,16.16195,11.54588,5.065283,1.925413,0.0869057,45.33208,18.27636,14.54427,8.374706,5.37429,1.883547,31.56998,20.99796,13.36922,8.435455,6.033563,37.98215,25.58677,20.51427,13.36305,9.183387,45.29982,27.73755,19.42212,13.19339,8.430451,6.447768,4.014584,0.03227836,24.96348,22.24834,19.62518,16.59293,12.42254,7.209041,8.129855,23.38013,20.77281,23.68598,21.97689,9.61595,20.94881,19.45719,20.08208,19.14031,12.96406,20.83331,20.26428,20.13251,21.0318,12.3929,7.730696,2.695532,0.8145706,23.15983,20.55307,20.60374,20.84521,10.8802,8.529921,3.384122,22.62685,21.04421,21.06009,19.20582,10.57818,8.823519,21.68267,20.49172,21.43671,15.25113,13.47865,22.83824,22.36058,20.15246,14.71186,11.34742,7.091913,3.082229,0.9850909,24.39481,20.85059,15.04631,11.74114,7.254461,4.789209,28.78391,27.42561,18.88085,16.91945,14.05289,12.01097,32.53371,35.58562,31.68709,20.36168,18.92543,16.16893,73.96952,55.23084,64.33681,165.641,16.41014,13.93222,12.81511,11.85314,10.85948,8.782375,-19.80334,19.20895,14.89973,13.14504,12.18585,10.22823,6.168487,16.34318,14.56454,13.20741,16.92097,11.93951,11.53759,10.00942,16.65928,14.79968,11.68652,11.51987,18.59053,14.11819,12.08494,10.62427,7.046037,2.845239,-10.60952,16.56406,12.6189,11.62692,9.229696,7.303211,2.749765,14.99274,13.22177,11.26106,9.261086,7.805738,15.79579,14.08015,13.12056,11.25906,9.630029,16.56096,14.43068,12.88297,11.20356,9.258508,8.094094,6.036406,-14.91089,13.97305,13.47298,12.92814,12.19923,10.9421,8.578775,9.100828,13.68847,13.17495,13.74492,13.41966,9.829922,13.21159,12.8908,13.02809,12.81949,11.12741,13.18758,13.06731,13.03898,13.22876,10.93173,8.882186,4.306446,-0.8907127,13.64735,13.12877,13.13946,13.19006,10.36637,9.30945,5.29446,13.54624,13.23133,13.2346,12.83433,10.24411,9.456418,13.36113,13.11579,13.31158,11.83302,11.29646,13.58663,13.49483,13.04328,11.67668,10.54897,8.507634,4.888649,-0.06523714,13.87298,13.19118,11.7743,10.6971,8.606051,6.802638,14.5915,14.38156,12.76022,12.28386,11.47766,10.79578,15.12334,15.51274,15.00882,13.08814,12.77046,12.08681,18.69053,17.42182,18.08459,22.19168,0.07963673,0.05605526,0.05443818,0.05034136,0.05375865,0.05138712,0.02323637,0.1406133,0.0352211,0.05143907,0.05502179,0.05287457,0.04332572,0.06425629,0.05809626,0.05152829,0.08562259,0.04929748,0.04999537,0.04899534,0.06158866,0.04395963,0.04848109,0.04853993,0.1372671,0.05076801,0.05462142,0.0437291,0.03686494,0.03754441,0.08458443,0.08657291,0.04959196,0.04572985,0.03311182,0.03697016,0.03992906,0.07269633,0.03389307,0.04391467,0.03850903,0.04720661,0.08812992,0.05996778,0.05110452,0.04064188,0.04884462,0.09550984,0.06822489,0.05613524,0.05251547,0.05466792,0.05895839,0.0603749,0.03995944,0.0605714,0.06017725,0.06325812,0.06675041,0.07008085,0.05644463,0.06399568,0.05946473,0.05884307,0.06409259,0.07783527,0.07051191,0.05590704,0.05672279,0.06547271,0.07502382,0.07643934,0.05603532,0.05632024,0.06458677,0.06855447,0.07379391,0.06895059,0.05171224,0.04299961,0.0590962,0.05062617,0.05977301,0.06439165,0.06154202,0.05766013,0.04490295,0.04342291,0.04648638,0.0602714,0.06377625,0.05348235,0.04523649,0.0504444,0.05547915,0.06108827,0.05532854,0.05075766,0.05524037,0.05185238,0.0558264,0.04123216,0.03347578,0.03792616,0.04438227,0.04880313,0.05862683,0.05197844,0.04613286,0.02891821,0.03980061,0.04747312,0.06742643,0.05910776,0.02988616,0.04343743,0.03705215,0.04812096,0.06977499,0.0812339,0.06878055,0.04939001,0.04913999,0.04667656,0.1318374,0.1049568,0.1261278,0.2218685
EGI file,spectrogram,2.5,28.36709,17.14033,12.9572,11.11069,9.442054,5.845823,0.007596667,54.75811,20.64039,14.44044,12.20245,8.032536,3.18615,29.39188,19.40365,14.77406,32.97058,11.02495,10.10981,7.270291,30.77716,20.07283,10.40027,10.06988,46.54355,17.46327,11.95325,8.353544,4.087559,1.592773,0.04410729,29.71836,13.83524,11.30865,6.742921,4.539937,1.56207,22.73172,16.69753,10.97504,6.796236,4.690334,26.49744,19.89013,16.64012,10.91107,7.306973,28.30856,21.19589,15.60322,10.14848,6.348799,4.650515,2.937839,0.0226127,19.7652,17.28688,14.5514,11.6251,8.535504,5.279191,5.979627,18.41937,16.28883,16.45077,14.90547,7.031736,16.64293,14.89787,14.94954,14.18834,9.703321,16.46132,15.889,15.07017,16.46831,9.399617,5.909079,2.18663,0.6653519,17.71841,15.69413,15.9455,16.13174,8.243392,6.482246,2.534087,17.92038,16.2763,16.02401,14.28053,7.882708,6.405943,17.43345,15.7718,16.01435,11.0645,9.483993,18.03763,17.44802,14.99943,11.08663,8.117356,5.112503,2.183632,0.7415528,19.029,16.08465,11.47793,8.265707,5.010993,3.665999,21.72332,20.53491,14.68247,12.43498,9.597083,8.74236,24.29435,25.11012,22.65825,14.91956,13.26453,11.41741,46.15469,34.19875,36.10757,90.63022,14.52815,12.34019,11.12511,10.45741,9.750665,7.668457,-21.19377,17.38449,13.14718,11.5958,10.86447,9.048527,5.032663,14.68227,12.87883,11.695,15.18127,10.42377,10.04743,8.615518,14.88229,13.02609,10.17045,10.03024,16.6786,12.42126,10.77486,9.218708,6.11464,2.021538,-13.5549,14.73025,11.40987,10.53411,8.288481,6.570498,1.937005,13.56632,12.22652,10.40406,8.322685,6.712037,14.23204,12.98637,12.21157,10.37867,8.637375,14.51918,13.26252,11.93214,10.06401,8.026916,6.675011,4.68028,-16.45647,12.95901,12.37717,11.62905,10.65397,9.312292,7.225675,7.766741,12.65275,12.1189,12.16186,11.73346,8.470626,12.2123,11.73124,11.74628,11.51932,9.869204,12.16465,12.01097,11.78118,12.16649,9.731102,7.715198,3.397752,-1.769486,12.48425,11.95737,12.02638,12.07681,9.161059,8.117255,4.038215,12.53347,12.11556,12.04771,11.54744,8.966755,8.065831,12.41383,11.97881,12.0451,10.43932,9.769912,12.56179,12.41746,11.76075,10.448,9.094146,7.086335,3.391794,-1.298579,12.79416,12.06412,10.59863,9.1728,6.999238,5.641923,13.36926,13.12493,11.66799,10.94645,9.821392,9.416286,13.85505,13.99849,13.55226,11.73756,11.22692,10.57568,16.64216,15.3401,15.57598,19.57273,0.05163136,0.03885197,0.03688961,0.03650494,0.04164533,0.03976148,0.0168704,0.09238032,0.02352601,0.03600558,0.04058792,0.04029731,0.03335519,0.04383542,0.03940742,0.03637509,0.05736112,0.03477367,0.03547431,0.03554386,0.04090736,0.02922095,0.03419516,0.0344458,0.08838384,0.03434761,0.04039757,0.03163838,0.0297491,0.03105812,0.04292918,0.05675461,0.03754122,0.03555647,0.02666009,0.03123058,0.03311411,0.05234444,0.02695169,0.03605036,0.03102577,0.03669719,0.06148197,0.04661653,0.04145336,0.03318451,0.03886434,0.05968558,0.05213464,0.04509755,0.04039538,0.04116928,0.0425243,0.04418185,0.02799371,0.04795828,0.04675752,0.04690373,0.04676573,0.04815243,0.04133449,0.04706976,0.0468476,0.04614133,0.04451461,0.05279052,0.05156237,0.04441573,0.0434312,0.04873931,0.05561369,0.0572132,0.04427597,0.04416008,0.04834638,0.0536795,0.05597032,0.05270347,0.04194923,0.03512264,0.0452115,0.03865767,0.04625912,0.04983156,0.04662736,0.04381836,0.03362408,0.03439077,0.03595413,0.04585876,0.04742096,0.03985427,0.03284205,0.04055867,0.04270047,0.04563616,0.04014016,0.03571464,0.04362881,0.04046054,0.04155147,0.03107191,0.02394684,0.02734066,0.031443,0.03673783,0.04573144,0.04009743,0.03519199,0.02035829,0.02749213,0.03633928,0.05088696,0.04425691,0.02324062,0.03192441,0.02530386,0.03502554,0.05210404,0.0573207,0.0491824,0.0361894,0.03444142,0.03295985,0.08226243,0.06498887,0.07078636,0.121395
EGI file,spectrogram,3,22.55752,14.72592,11.43942,10.41237,8.997335,5.331558,0.006629806,41.87188,16.71241,12.27067,10.93668,7.194893,2.903935,22.33227,15.24024,12.31742,24.6894,8.913751,8.342851,6.512283,22.61053,14.38342,8.464307,8.259109,30.74852,12.93768,9.637368,7.231279,3.757749,1.47541,0.03410753,21.14553,11.02584,9.394331,6.004306,4.146267,1.498251,17.55424,14.05437,9.78264,6.095977,4.347017,20.26592,16.33456,14.12408,9.872314,6.742745,22.34307,17.17163,13.42064,9.288914,5.827779,4.260502,2.573125,0.01826859,16.4524,14.34758,12.64062,9.994559,7.5213,4.579982,5.201917,15.38669,14.39792,14.34067,13.02215,6.152239,14.86561,13.28201,13.29378,12.50012,8.554526,14.76087,14.33869,13.45998,15.00353,8.326753,5.169852,1.997189,0.6519944,15.46112,14.42858,14.60915,14.84852,7.474889,5.982912,2.621444,15.94601,14.98584,14.69709,13.05037,7.480274,6.678446,15.69331,14.50398,14.62375,10.15434,8.834742,16.00611,15.48162,13.58578,10.52222,8.083385,5.373668,2.32697,0.7205558,16.73496,14.63916,10.74238,8.064005,5.118178,3.657948,18.09612,17.61843,13.11465,11.38031,9.183301,8.65548,19.68672,20.45107,18.82814,13.2507,11.96297,10.74168,34.1151,25.42647,27.97071,58.40126,13.53291,11.68082,10.58404,10.1755,9.541139,7.268541,-21.78499,16.21922,12.23039,10.88868,10.38886,8.570244,4.629869,13.48933,11.82992,10.9052,13.92511,9.500605,9.213144,8.137333,13.54311,11.57862,9.275914,9.169332,14.87824,11.11857,9.839584,8.592152,5.749278,1.689128,-14.6715,13.25219,10.42412,9.728659,7.784628,6.176572,1.755846,12.44382,11.47811,9.904561,7.850433,6.381913,13.06766,12.13107,11.4996,9.94419,8.288368,13.49143,12.34811,11.27773,9.679649,7.655031,6.294608,4.104609,-17.38295,12.16229,11.56779,11.01768,9.997637,8.76293,6.608638,7.161634,11.87145,11.583,11.56569,11.14683,7.890332,11.72183,11.23264,11.23648,10.96914,9.321959,11.69112,11.56509,11.29044,11.76193,9.204757,7.134781,3.004192,-1.857561,11.89241,11.59224,11.64625,11.71683,8.736048,7.769126,4.185407,12.02652,11.75681,11.67231,11.15623,8.739175,8.246755,11.95714,11.61487,11.65059,10.06652,9.461939,12.04286,11.89816,11.33085,10.22108,9.075933,7.302708,3.667908,-1.423324,12.23625,11.65516,10.31101,9.065508,7.091154,5.632375,12.57585,12.45967,11.17757,10.56154,9.629988,9.372911,12.94173,13.10716,12.74807,11.22239,10.77839,10.31072,15.32947,14.05286,14.46703,17.66422,0.04105729,0.03337923,0.03256841,0.03421057,0.03968385,0.0362636,0.01472323,0.07064045,0.01904888,0.03059551,0.03637772,0.03609506,0.03040074,0.03330664,0.03095183,0.03032662,0.04295379,0.02811476,0.02927422,0.03183802,0.03005271,0.02093861,0.02782988,0.02825174,0.05838988,0.02544646,0.03257075,0.02738789,0.02734876,0.02876962,0.03319652,0.04038266,0.02991804,0.02953751,0.02373976,0.0285225,0.03176122,0.04042222,0.02268532,0.03213361,0.02782899,0.03401108,0.04702298,0.03828335,0.03518548,0.03002528,0.03586333,0.04710799,0.04223633,0.0387893,0.03697394,0.03779069,0.03895802,0.03869695,0.02261586,0.03992011,0.03880729,0.0407447,0.04020634,0.04243087,0.03585989,0.04094787,0.03913432,0.04078496,0.03880484,0.04612038,0.04511319,0.03967253,0.03872053,0.04334112,0.04899643,0.05043962,0.03970229,0.03985132,0.04318074,0.04890494,0.04958192,0.04611025,0.03831493,0.03441752,0.03945165,0.03554039,0.04238224,0.04586764,0.04228045,0.04044298,0.0347832,0.03060179,0.03310352,0.04206127,0.04333603,0.03781959,0.03423911,0.03651025,0.03926798,0.04167334,0.03683824,0.03326971,0.03871504,0.03590063,0.03763536,0.02949008,0.02384662,0.02873732,0.03350699,0.03569761,0.04021829,0.03649396,0.03293678,0.0198615,0.02808018,0.03625947,0.04239023,0.0379713,0.02075894,0.02921675,0.02421288,0.03467746,0.04222207,0.04668516,0.0408687,0.03214135,0.03106192,0.03100914,0.06080404,0.04831865,0.0548346,0.07822582
EGI file,spectrogram,3.5,19.48652,13.24632,10.64358,9.927073,8.293188,4.965514,0.005838836,32.66883,14.77532,11.58049,10.5977,6.876438,2.857492,18.57967,13.6599,11.73997,19.86242,8.669616,8.246334,6.58775,18.2246,12.15671,8.341907,8.215775,24.62787,11.84849,9.5964,7.372504,3.811495,1.493149,0.0289472,18.66105,10.84971,9.396106,6.105017,4.199252,1.500706,16.14966,14.04829,10.06815,6.29531,4.431089,17.75861,15.52679,14.07443,10.18774,6.902647,17.80185,15.77971,13.33582,9.530966,5.835777,4.132682,2.399392,0.01700959,15.22412,14.00265,12.19247,9.63798,7.27109,4.279608,4.894189,14.37546,13.51793,13.39366,12.33932,5.801326,13.76642,12.60459,12.68563,11.94709,8.140152,13.66772,13.37014,12.94172,14.57055,7.984383,4.971428,2.002034,0.6825735,14.08599,13.58627,13.82603,14.23663,7.325031,5.943709,2.812042,14.61576,13.85909,13.81486,12.38554,7.495096,6.959636,14.35421,13.4368,13.53722,9.71559,8.752812,14.52306,14.24927,12.82932,10.17486,8.118248,5.524014,2.386138,0.6836181,15.33304,13.84668,10.28181,7.900207,4.984393,3.404299,16.22993,16.05391,12.22907,10.61759,8.67123,8.12781,17.31774,17.94485,16.92258,12.20231,11.07753,9.931225,28.39029,19.97428,20.98562,42.23645,12.89734,11.22095,10.27088,9.968212,9.187215,6.959642,-22.33674,15.14134,11.69537,10.63727,10.25212,8.373635,4.55985,12.69038,11.35448,10.69667,12.98032,9.379998,9.162609,8.187371,12.60658,10.84816,9.212653,9.146486,13.91427,10.73663,9.821083,8.67615,5.810954,1.741031,-15.38393,12.70936,10.35418,9.729479,7.856869,6.231719,1.762957,12.08163,11.47623,10.0295,7.990171,6.465105,12.49409,11.91082,11.48431,10.08078,8.390157,12.50465,11.98099,11.2502,9.791369,7.660987,6.16232,3.801012,-17.69306,11.82532,11.4621,10.86092,9.83986,8.615995,6.31404,6.896807,11.57622,11.3091,11.26899,10.91291,7.635273,11.38821,11.00529,11.03312,10.77262,9.106325,11.35696,11.26136,11.11992,11.63476,9.022413,6.964812,3.014714,-1.658506,11.48787,11.331,11.40698,11.53407,8.648095,7.740576,4.490218,11.64822,11.41735,11.40346,10.92915,8.747772,8.425865,11.56979,11.28296,11.31529,9.874692,9.421476,11.62058,11.53793,11.08204,10.07528,9.094624,7.422547,3.776956,-1.651865,11.85628,11.41346,10.1207,8.976385,6.976123,5.320277,12.10317,12.05581,10.87393,10.26026,9.380807,9.099735,12.38491,12.5394,12.28467,10.86442,10.44443,9.970028,14.5317,13.00471,13.21922,16.25687,0.03546771,0.03002542,0.03030264,0.03261608,0.03657812,0.03377389,0.01296667,0.05511434,0.01684098,0.02887462,0.03525019,0.03449745,0.02991453,0.02770995,0.02774228,0.02890488,0.03455598,0.02734473,0.02893555,0.03220697,0.02422316,0.01769709,0.02742744,0.02810351,0.04676708,0.02330419,0.03243229,0.02792277,0.02773992,0.02911552,0.02817402,0.03563793,0.02944013,0.02954309,0.02413795,0.02888698,0.03181327,0.0371879,0.02267551,0.03307144,0.02873897,0.03466885,0.04120528,0.03639017,0.03506178,0.0309846,0.03671381,0.03753329,0.03881268,0.03854416,0.03793741,0.03784255,0.03778924,0.0360842,0.02105726,0.03693981,0.03787433,0.03930018,0.03877189,0.04101932,0.03350805,0.03852553,0.03656237,0.03829221,0.0362423,0.04370203,0.04254001,0.03673907,0.03674568,0.04135842,0.04682874,0.04799637,0.03676204,0.03715944,0.04151812,0.04749362,0.04754326,0.0443405,0.03840787,0.03603174,0.03594277,0.03346561,0.04011037,0.04397751,0.04143281,0.04017799,0.03731219,0.02804893,0.03061456,0.03953643,0.04112835,0.03789454,0.03568072,0.03339485,0.03637871,0.03857706,0.03524653,0.03296118,0.03512789,0.0330429,0.03553981,0.02851655,0.02394947,0.02954134,0.03435898,0.03386764,0.03684913,0.03451838,0.03152462,0.01945807,0.02734619,0.03374517,0.03801867,0.03459943,0.01935717,0.02725861,0.02286274,0.0325634,0.03714133,0.04096403,0.03673245,0.02959834,0.02876288,0.02866952,0.05060059,0.03795771,0.04114084,0.05657379
EGI file,spectrogram,4,16.62643,11.41055,9.456442,9.157462,7.701403,4.703174,0.005215082,23.81945,12.52486,10.94879,10.25947,6.590291,2.648348,15.06036,12.52847,11.28596,16.45259,8.398773,7.955223,6.299378,15.15958,11.06065,8.05756,7.946686,20.49264,11.03356,9.484772,7.146668,3.581596,1.368429,0.02586749,16.79752,10.86282,9.477554,5.987589,4.089894,1.403334,15.43886,14.938,10.77401,6.301135,4.357475,16.16279,15.56434,15.35136,10.93327,7.050935,15.72016,15.04549,14.30111,9.930777,5.800744,3.982553,2.353959,0.01560551,14.75157,14.4314,12.19449,9.343003,6.964892,4.270162,4.89443,14.07612,13.36006,12.9191,11.80962,5.798151,13.08985,12.01307,12.16625,11.76112,8.256755,12.98752,12.6208,12.40129,14.53983,8.118416,4.977757,1.865416,0.607241,13.18034,12.57266,13.03533,13.91355,7.222881,5.753076,2.521277,13.31079,12.69105,12.95613,11.84905,7.097631,6.310525,13.06883,12.41237,12.62159,9.147005,8.17606,13.42294,13.26054,11.98968,9.48719,7.361949,4.920297,2.107432,0.6106036,14.19699,13.22442,9.565785,7.012466,4.286208,3.028286,14.9567,14.94122,11.45453,9.583676,7.471223,7.15715,15.68802,15.9772,15.17282,10.88854,9.682376,8.595974,23.18788,17.22747,17.73281,30.72359,12.20799,10.57307,9.757277,9.617751,8.865699,6.72391,-22.82739,13.76932,10.97773,10.39366,10.11125,8.189046,4.22975,11.77835,10.97898,10.52538,12.16234,9.242159,9.006523,7.992977,11.80687,10.43781,9.062036,9.001861,13.11598,10.42716,9.770268,8.541037,5.540766,1.362223,-15.87246,12.25245,10.35943,9.766962,7.77252,6.11712,1.471611,11.88615,11.74292,10.32377,7.994187,6.392349,12.08516,11.92131,11.86147,10.3875,8.482467,11.96457,11.77406,11.5537,9.969832,7.634836,6.001616,3.717988,-18.06722,11.68838,11.59308,10.86164,9.704865,8.429144,6.304443,6.897021,11.48483,11.25808,11.11232,10.72236,7.632895,11.16935,10.79654,10.85157,10.70449,9.168094,11.13526,11.01087,10.93467,11.62559,9.094713,6.970338,2.707758,-2.166389,11.19927,10.99427,11.15122,11.43438,8.587105,7.599001,4.016206,11.24204,11.03498,11.12475,10.73684,8.511134,8.000655,11.16237,10.93855,11.01114,9.612789,9.125441,11.27848,11.22561,10.78807,9.771377,8.669929,6.919913,3.237536,-2.142407,11.52196,11.21377,9.807206,8.458708,6.320732,4.811969,11.74836,11.74386,10.58977,9.815322,8.733917,8.547401,11.95568,12.03501,11.81066,10.3697,9.859819,9.342951,13.65261,12.36222,12.48777,14.87472,0.03026202,0.02586429,0.02692281,0.03008747,0.03396798,0.03198953,0.01158146,0.04018489,0.01427589,0.02729956,0.03412516,0.03306191,0.02772504,0.02246121,0.02544443,0.02778708,0.02862368,0.02649047,0.02791407,0.03079714,0.0201493,0.01610151,0.02649253,0.02718304,0.03891448,0.02170135,0.03205502,0.02706743,0.02606672,0.02668355,0.02517656,0.03207906,0.02947572,0.02979918,0.02367366,0.0281347,0.02974909,0.03555113,0.02411161,0.03539001,0.02876556,0.0340929,0.0375025,0.03647817,0.03824282,0.03325202,0.03750253,0.03314427,0.03700676,0.0413341,0.03952884,0.03761537,0.03641646,0.03540093,0.01931906,0.03579321,0.03903401,0.03930668,0.03758525,0.03929193,0.03343409,0.03852743,0.03580103,0.037845,0.03495816,0.04182598,0.04251673,0.03493346,0.03502126,0.03966508,0.04609978,0.04868389,0.03493252,0.0350768,0.03978438,0.04739349,0.04834136,0.04439695,0.03578694,0.03205508,0.03363185,0.03096889,0.03781649,0.0429795,0.04085501,0.03888935,0.03345411,0.02554456,0.02803437,0.03707884,0.03934684,0.03588499,0.03235285,0.03040443,0.03360517,0.0359678,0.0331838,0.03078925,0.03246696,0.03075011,0.03321383,0.02658925,0.02171833,0.02631279,0.03034578,0.03025037,0.03411892,0.03296717,0.02932926,0.01727158,0.02351569,0.03001794,0.03503613,0.03220138,0.01813117,0.02460425,0.01969878,0.02867452,0.03364606,0.03647231,0.03293438,0.02641161,0.02514035,0.02481491,0.04132822,0.03273786,0.03476392,0.04115284
